notice,気づく/通知(動詞),(動詞)
quit,やめる，中止する(動詞),(動詞)
silly,馬鹿な，愚かな(形容詞),(形容詞)
wealthy,裕福な，豊かな(形容詞),(形容詞)
behave,振る舞う，立ち振舞う(動詞),(動詞)
decrease,減少する，を減らす/減少(動詞),(動詞)
divide,を分割する，分ける(動詞),(動詞)
ignore,を無視する，見逃す(動詞),(動詞)
judge,を判断する/裁判官(動詞),(動詞)
organize,を組織する，を編成する(動詞),(動詞)
overcome,を克服する，乗り越える(動詞),(動詞)
narrow,幅が狭い，細い(形容詞),(形容詞)
attract,引きつける，魅了する(動詞),(動詞)
breathe,呼吸をする(動詞),(動詞)
confuse,を混乱させる，区別がつかない(動詞),(動詞)
reserve,を取っておく，を保管する(動詞),(動詞)
asleep,眠っている，寝ている(形容詞),(形容詞)
nervous,神経質な，びくびくして(形容詞),(形容詞)
discuss,について議論する，検討する(動詞),(動詞)
rarely,めったに～ない，稀に(副詞),(副詞)
thanks to,のおかげで，感謝して(熟語),(熟語)
anyway,ともかく(副詞),(副詞)
by the time,するまでには(接続詞),(接続詞)
in particular,特に，とりわけ(熟語),(熟語)
take over,を引き継ぐ,"継承<span class=""mode29Remark"">(熟語)</span>"
in addition,追加として，さらに(熟語),(熟語)
be filled with,で満たされている，充実している(熟語),(熟語)
even though,～だけれども，～であるのに(接続詞),(接続詞)
refrigerator,冷蔵庫(名詞),(名詞)
do me a favor,お願いをする(熟語),(熟語)
get back,取り戻す(熟語),(熟語)
in spite of,にも関わらず，けれども(熟語),(熟語)
keep in mind,を心に留めておく(熟語),(熟語)
on the way to,道の途中で(熟語),(熟語)
put down,置く(熟語),(熟語)
rely on,に頼る，を当てにする(熟語),(熟語)
run out of,を使い果たす，使い尽くす(熟語),(熟語)
so far,これまでは(熟語),(熟語)
appeal to,に訴える(熟語),(熟語)
be good at,～が上手である(熟語),(熟語)
call off,を中止する(熟語),(熟語)
in case,万一に備えて，予防するために(接続詞),(接続詞)
on average,平均して，平均値で(熟語),(熟語)
on purpose,故意に，わざと(熟語),(熟語)
stay away from,離れている，距離がある(熟語),(熟語)
suffer from,で苦しむ，悩まされる(熟語),(熟語)
apologize,謝る，謝罪する(動詞),(動詞)
succeed in,に成功する(熟語),(熟語)
after all,結局，最終的に(熟語),(熟語)
be popular with,に人気がある(熟語),(熟語)
be sick of,にうんざりしている(熟語),(熟語)
be unlikely to,起こりそうにない(熟語),(熟語)
catch up with,に追いつく，付いていく(熟語),(熟語)
differ from,とは違って，との違い(熟語),(熟語)
participate in,に参加する，に加わる(熟語),(熟語)
sooner or later,遅かれ早かれ(熟語),(熟語)
similar to,に似ている，類似している(熟語),(熟語)
show off,見せびらかす(熟語),(熟語)
turn down,断る(熟語),(熟語)
fill out,書き込む，記入する(熟語),(熟語)
mostly,主に，ほとんど(副詞),(副詞)
dig,を掘る，採掘する(動詞),(動詞)
muscle,筋肉，筋力(名詞),(名詞)
bite,を噛む，かじる(動詞),(動詞)
treat,を扱う，待遇する(動詞),(動詞)
rather,むしろ，どちらかといえば(副詞),(副詞)
apparently,見たらわかる、一見すると(副詞),(副詞)
spend,を費やす，使う(動詞),(動詞)
discover,を発見する，見つける(動詞),(動詞)
discovery,発見，見つけること(名詞),(名詞)
arrival,到着，到達(名詞),(名詞)
degree,程度，度(名詞),(名詞)
achieve,を達成する，到達する(動詞),(動詞)
attitude,態度，姿勢(名詞),(名詞)
explain,を説明する，を解説する(動詞),(動詞)
establish,を設立する，創設する(動詞),(動詞)
tax,税金，税収(名詞),(名詞)
belief,信念，信条(名詞),(名詞)
demonstrate,実証する，証明する(動詞),(動詞)
ancient,古代の，大昔の(形容詞),(形容詞)
formal,正式な，公式の(形容詞),(形容詞)
allow,を許可する，許す(動詞),(動詞)
article,記事，論文(名詞),(名詞)
contain,を含む，が入っている(動詞),(動詞)
temperature,温度，気温(名詞),(名詞)
common,共通の，共同の(形容詞),(形容詞)
mean,を意味する，を示す(動詞),(動詞)
hardly,ほとんどない，少ない(副詞),(副詞)
unable,できない，不能である(形容詞),(形容詞)
argument,議論，口論(名詞),(名詞)
ancestor,祖先，先祖(名詞),(名詞)
capital,資本，首都(名詞),(名詞)
disaster,災害，災難(名詞),(名詞)
height,高さ，高度(名詞),(名詞)
ideal,理想，目指すべき状態(名詞),(名詞)
popularity,人気，流行(名詞),(名詞)
blow,吹く，吹き飛ばす(動詞),(動詞)
decision,決定，結論(名詞),(名詞)
agent,代理人，代表者(名詞),(名詞)
praise,をほめる/賞賛(動詞),(動詞)
punish,を罰する，懲らしめる(動詞),(動詞)
chemical,化学物質/化学の(名詞),(名詞)
negative,否定の，拒否(形容詞),(形容詞)
consist,成り立つ，構成する(動詞),(動詞)
criticize,を批評する，を評価する(動詞),(動詞)
import,輸入する，直輸入する(動詞),(動詞)
promote,を促進する，を推進する(動詞),(動詞)
recover,回復する，元に戻る(動詞),(動詞)
release,解き放つ，解放する(動詞),(動詞)
translate,を翻訳する，通訳する(動詞),(動詞)
warn,警告する，警戒する(動詞),(動詞)
childhood,子供時代，幼少期(名詞),(名詞)
thought,考えること，意見(名詞),(名詞)
accomplish,を成し遂げる，完成する(動詞),(動詞)
combine,を結合させる，合同する(動詞),(動詞)
complain,不満を言う，不平を言う(動詞),(動詞)
favorite,特に好きな，お気に入りの(形容詞),(形容詞)
responsible,責任がある，責任が伴う(形容詞),(形容詞)
tiny,ごく小さい，微小な(形容詞),(形容詞)
look down on,を下に見る(熟語),(熟語)
plenty of,たくさんの(熟語),(熟語)
stomach,腹(名詞),(名詞)
vision,未来像(名詞),(名詞)
expansion,拡張，拡大，増幅(名詞),(名詞)
occur,発生する，起こる(動詞),(動詞)
indeed,実に，全く(副詞),(副詞)
solution,解決法，解明(名詞),(名詞)
ease,容易さ，気楽さ(名詞),(名詞)
elect,を選出する(動詞),(動詞)
unit,単位，員数(名詞),(名詞)
lie,うそ(名詞),(名詞)
educational,教育の，教授の(形容詞),(形容詞)
manner,やり方，方法(名詞),(名詞)
suffering,苦しみ，悩み(名詞),(名詞)
crucial,重要な，決定的な(形容詞),(形容詞)
tear,を引き裂く，を裂く(動詞),(動詞)
govern,統治する，支配する(動詞),(動詞)
enforcement,執行，実施(名詞),(名詞)
brain,頭脳，脳(名詞),(名詞)
talented,才能のある(形容詞),(形容詞)
research,研究/研究する(名詞),(名詞)
firm,しっかりした，堅い(形容詞),(形容詞)
community,共同社会，共同体(名詞),(名詞)
force,力，勢い(名詞),(名詞)
past,過去の，終わった(形容詞),(形容詞)
right,正しい，正確な(形容詞),(形容詞)
impressive,印象的な，鮮烈な(形容詞),(形容詞)
salary,給与，報酬(名詞),(名詞)
deal,を扱う，分配する(動詞),(動詞)
prompt,即座の，直ちに(形容詞),(形容詞)
let A do,Aにさせる(熟語),(熟語)
vote,投票する/投票権(動詞),(動詞)
president,社長，大統領(名詞),(名詞)
range,範囲，幅(名詞),(名詞)
vital,極めて重要な，生命の(形容詞),(形容詞)
estate,財産，資産(名詞),(名詞)
responsibility,責任，義務(名詞),(名詞)
unknown,未知の，未明らかな(形容詞),(形容詞)
grant,給付金(名詞),(名詞)
perceive,知覚する，感じる(動詞),(動詞)
especially,特に，格段に(副詞),(副詞)
client,顧客(名詞),(名詞)
mysterious,不可解な，不思議な(形容詞),(形容詞)
steel,鋼鉄，鉄(名詞),(名詞)
concept,概念，観念(名詞),(名詞)
nevertheless,にも関わらず，けれども(副詞),(副詞)
attribute,に帰する(動詞),(動詞)
prevent,を妨げる，予防する(動詞),(動詞)
manufacturer,製造元，製造業者(名詞),(名詞)
effect,効果，影響，結果(名詞),(名詞)
million,100万(名詞),(名詞)
encounter,遭遇する，出会う(動詞),(動詞)
accuse,告発する，告発(動詞),(動詞)
briefly,簡単に，手短に(副詞),(副詞)
so-called,いわゆる，通称(形容詞),(形容詞)
global,地球の，世界の(形容詞),(形容詞)
lack,不足，欠乏(名詞),(名詞)
essay,論文，随筆(名詞),(名詞)
approach,に近づく，接近する(動詞),(動詞)
bear,我慢する，を圧迫する(動詞),(動詞)
natural,当然の，自然の(形容詞),(形容詞)
administration,機関，運営(名詞),(名詞)
audience,聴衆，観客(名詞),(名詞)
production,生産，製造(名詞),(名詞)
qualify,に資格を与える，認可する(動詞),(動詞)
intention,意図，目的(名詞),(名詞)
previously,以前は，前もって(副詞),(副詞)
language,言語，言葉(名詞),(名詞)
fee,料金，手数料(名詞),(名詞)
nor,もない(接続詞),(接続詞)
negotiation,交渉，話し合い(名詞),(名詞)
automobile,自動車，乗用車(名詞),(名詞)
dust,ほこり，塵(名詞),(名詞)
extremely,極端に，過度に(副詞),(副詞)
echo,こだま，反響(名詞),(名詞)
detailed,詳細の，具体的な(形容詞),(形容詞)
maximum,最大，最大の(形容詞),(形容詞)
pan,フライパン(名詞),(名詞)
improvement,改善，改良(名詞),(名詞)
genius,天才，才人(名詞),(名詞)
credit,信用，信頼(名詞),(名詞)
debt,借金，負債(名詞),(名詞)
resource,資源，資産(名詞),(名詞)
therapy,治療，療法(名詞),(名詞)
glance,一目見る/一目(名詞),(名詞)
storage,保管場所，倉庫(名詞),(名詞)
academic,学術の，大学の(形容詞),(形容詞)
permit,を許可する，を認める(動詞),(動詞)
concern,心配する，に関係する(動詞),(動詞)
strain,張る，伸ばす(動詞),(動詞)
role,役割，職務(名詞),(名詞)
nowhere,どこにも，どこにでも(副詞),(副詞)
recent,最近の，新しい(形容詞),(形容詞)
mate,友達，仲間(名詞),(名詞)
distinguish,を区別する，識別する(動詞),(動詞)
sophisticated,洗練された，高雅な(形容詞),(形容詞)
upset,気持ちが動揺した，ひっくり返す(形容詞),(形容詞)
disturb,を阻害する，(人の)邪魔をする(動詞),(動詞)
invest,に投資する，資本をつぎ込む(動詞),(動詞)
intense,激しい，熱心な(形容詞),(形容詞)
retire,退職する，引退する(動詞),(動詞)
wildlife,野生動物，野生生物(名詞),(名詞)
polite,礼儀正しい，丁寧な(形容詞),(形容詞)
entertain,を楽しませる(動詞),(動詞)
competition,競争(名詞),(名詞)
inquiry,問い合わせ，質問(名詞),(名詞)
period,期間，周期(名詞),(名詞)
bind,縛りつける，束ねる(動詞),(動詞)
certain,ある，確信している(形容詞),(形容詞)
passenger,乗客，客(名詞),(名詞)
behavior,振る舞い，態度(名詞),(名詞)
meanwhile,一方で，他方で(副詞),(副詞)
earn,稼ぐ，得る(動詞),(動詞)
enter,入る，入場する(動詞),(動詞)
complex,複雑な，複合の(形容詞),(形容詞)
moreover,さらに，その上(副詞),(副詞)
structure,構造，建造物(名詞),(名詞)
annoy,いらだたせる，怒らせる(動詞),(動詞)
influence,影響，影響力，波及/影響を及ぼす(名詞),(名詞)
rapidly,素早く，迅速に(副詞),(副詞)
detail,詳細，具体的な情報(名詞),(名詞)
culture,文化，教養(名詞),(名詞)
prior,優先の，前の(形容詞),(形容詞)
fire,首にする，火をつける/火，火事(動詞),(動詞)
assessment,評価，査定(名詞),(名詞)
engaged,に従事して，忙しくして(形容詞),(形容詞)
regret,後悔する/後悔，遺憾(動詞),(動詞)
excuse,言い訳，弁解/を許す(名詞),(名詞)
court,裁判所，法廷(名詞),(名詞)
solve,を解決する，解消する(動詞),(動詞)
threaten,を脅かす(動詞),(動詞)
enable,に可能にさせる(動詞),(動詞)
unfortunately,残念なことに，不幸にも(副詞),(副詞)
representation,表現，表示(名詞),(名詞)
procedure,手続き，手順(名詞),(名詞)
expectation,期待，予想(名詞),(名詞)
asset,資産，財産(名詞),(名詞)
dump,投げ捨てる，捨てる(動詞),(動詞)
citizen,市民，国民(名詞),(名詞)
occupation,職業，仕事(名詞),(名詞)
restore,を元に戻す，を修復する(動詞),(動詞)
significance,重要性，意義(名詞),(名詞)
flow,流れる，流す(動詞),(動詞)
failure,失敗，挫折(名詞),(名詞)
earnings,収益，稼ぎ(名詞),(名詞)
disease,病気，疾患(名詞),(名詞)
peer,同僚，仲間(名詞),(名詞)
strategy,戦略，戦術(名詞),(名詞)
remarkable,目立った，際立った(形容詞),(形容詞)
heel,かかと，きびす(名詞),(名詞)
definitely,絶対に，確実に(副詞),(副詞)
ordinary,ふつうの，いつもの(形容詞),(形容詞)
isolate,を孤立させる，隔離する(動詞),(動詞)
competitive,競争力のある，競争による(形容詞),(形容詞)
progress,進歩，前進(名詞),(名詞)
typical,典型的な，代表的な(形容詞),(形容詞)
compete,競争する，争う(動詞),(動詞)
assault,暴行，攻撃(名詞),(名詞)
conviction,信念，確信(名詞),(名詞)
terrible,ひどい，恐ろしい(形容詞),(形容詞)
bill,請求書，勘定書(名詞),(名詞)
pain,痛み，苦痛(名詞),(名詞)
emphasize,を強調する，力説する(動詞),(動詞)
weather,天候，天気(名詞),(名詞)
immigrant,移民，移住者(名詞),(名詞)
interpret,を解釈する，受け取る(動詞),(動詞)
thick,厚い，肥厚な(形容詞),(形容詞)
merchant,商人，販売者(名詞),(名詞)
physics,物理学，物理科学(名詞),(名詞)
trigger,引き金，誘因(名詞),(名詞)
status,状態，身分(名詞),(名詞)
worth,の価値がある，（～するに）値する(形容詞),(形容詞)
relation,関係性，相互作用(名詞),(名詞)
later,後に，以後(副詞),(副詞)
political,政治の(形容詞),(形容詞)
truth,真実，事実(名詞),(名詞)
partly,部分的に，一部分(副詞),(副詞)
observe,を観察する，を監視する(動詞),(動詞)
stream,流れ，水流(名詞),(名詞)
oppose,反対する，抵抗する(動詞),(動詞)
quite,かなり，相当に(副詞),(副詞)
conscious,意識して，気をつけて(形容詞),(形容詞)
intend,意図する，意図して(動詞),(動詞)
operation,操作，作用(名詞),(名詞)
recommend,を推薦する，を勧める(動詞),(動詞)
feature,特徴，特性/を目玉とする(名詞),(名詞)
consideration,考慮，考察(名詞),(名詞)
diet,食事，食事療法(名詞),(名詞)
horror,恐怖，怖さ(名詞),(名詞)
population,人口，国民(名詞),(名詞)
necessarily,必然的に，必ず(副詞),(副詞)
agree,同意する，承認する(動詞),(動詞)
whether,どちらか，いずれか(接続詞),(接続詞)
analysis,分析，解析(名詞),(名詞)
conflict,対立，争い(名詞),(名詞)
extreme,極端な，過激な(形容詞),(形容詞)
wherever,どこでも，どの場所でも(接続詞),(接続詞)
source,情報源，原因(名詞),(名詞)
objective,目標，目的(名詞),(名詞)
rural,田舎の，農村の(形容詞),(形容詞)
headline,見出し，表題(名詞),(名詞)
analyst,分析者(名詞),(名詞)
sign,標識，印，合図(名詞),(名詞)
clue,手がかり，糸口(名詞),(名詞)
controversial,議論の的になる，論争上の(形容詞),(形容詞)
realize,だとわかる，実現する(動詞),(動詞)
surround,を取り囲む，を包囲する(動詞),(動詞)
commission,手数料，委任状(名詞),(名詞)
seek,求める，捜し出す(動詞),(動詞)
independent,独立した，自立した(形容詞),(形容詞)
proposed,提案した，提供した(形容詞),(形容詞)
international,国際的な，国際レベルの(形容詞),(形容詞)
several,幾つかの，いくらかの(形容詞),(形容詞)
theory,理論，学説(名詞),(名詞)
fellow,仲間，友人(名詞),(名詞)
elderly,年配の，高齢の(形容詞),(形容詞)
extension,拡張，展開(名詞),(名詞)
proper,適切な，ふさわしい(形容詞),(形容詞)
enhance,強調する，(さらに)高める(動詞),(動詞)
beyond,～を越えたところに，～を超えた場所に(前置詞),(前置詞)
due,期限の，納期の(形容詞),(形容詞)
existing,既存の，現存の(形容詞),(形容詞)
expand,拡大する，広がる(動詞),(動詞)
wrong,間違い，誤った(形容詞),(形容詞)
rebel,反逆者，造反者(名詞),(名詞)
suffer,を患う，苦しむ(動詞),(動詞)
within,以内で，内部で(前置詞),(前置詞)
taste,味，風味/な味がする(名詞),(名詞)
democrat,民主主義者，民主派(名詞),(名詞)
personally,個人的に，本人自ら(副詞),(副詞)
throughout,至るところに，終始(前置詞),(前置詞)
preserve,保存/を保存する(動詞),(動詞)
intelligent,かしこい，知能の高い(形容詞),(形容詞)
slide,滑る，滑走する(動詞),(動詞)
popular,人気のある，評判の良い(形容詞),(形容詞)
murder,殺人，凶行(名詞),(名詞)
attend,出席する，付き添う(動詞),(動詞)
constantly,常に，いつも(副詞),(副詞)
drift,漂流，流れる(名詞),(名詞)
result,結果(名詞),(名詞)
priority,優先度，優越性(名詞),(名詞)
joint,継目，関節(名詞),(名詞)
viewer,観察者，視聴者，監視人(名詞),(名詞)
satellite,衛星，人工衛星(名詞),(名詞)
distant,遠く離れた,"遠隔の<span class=""mode29Remark"">(形容詞)</span>"
delivery,配達，送付(名詞),(名詞)
anxious,心配した，不安な(形容詞),(形容詞)
towards,の方へ，向かって(前置詞),(前置詞)
employee,従業員，社員(名詞),(名詞)
significant,重要な，大切な(形容詞),(形容詞)
particular,特定の，明確な(形容詞),(形容詞)
float,浮かぶ(熟語),(熟語)
criticism,批判，評価(名詞),(名詞)
appear,現れる，出現する(動詞),(動詞)
permission,許可，認可(名詞),(名詞)
virus,ウイルス，病原体(名詞),(名詞)
deny,を否定する，拒否する(動詞),(動詞)
valuable,貴重な，価値のある(形容詞),(形容詞)
comprehensive,包括的な，理解力のある(形容詞),(形容詞)
till,まで，至る(接続詞),(接続詞)
properly,適切に，適当に(副詞),(副詞)
vulnerable,傷つきやすい，繊細(形容詞),(形容詞)
directly,直接，直接的に(副詞),(副詞)
occupy,占める，取る(動詞),(動詞)
curious,好奇心が強い，探究心が強い(形容詞),(形容詞)
vary,多様化する，異なる(動詞),(動詞)
stare,じっと見つめる，しきりに観察する(動詞),(動詞)
decade,10年間(名詞),(名詞)
armed,武装した，装備した(形容詞),(形容詞)
seem,の様に見える，思われる(動詞),(動詞)
fate,運命，宿命(名詞),(名詞)
convince,を納得させる，説得する(動詞),(動詞)
criminal,犯罪の，違法の(名詞),(名詞)
stable,安定した，安泰な(形容詞),(形容詞)
naked,裸の，無防備な(形容詞),(形容詞)
Jewish,ユダヤ人，ユダヤ教徒(形容詞),(形容詞)
senate,上院，上院議会(名詞),(名詞)
hide,隠す，隠れる(動詞),(動詞)
recovery,回復，復元(名詞),(名詞)
bond,拘束，束縛(名詞),(名詞)
portrait,肖像画，顔の絵(名詞),(名詞)
intervention,介在，仲裁(名詞),(名詞)
consistent,一貫した，矛盾のない(形容詞),(形容詞)
investigator,捜査官，探偵(名詞),(名詞)
normally,通常は，普通に(副詞),(副詞)
conclude,を締めくくる，終える(動詞),(動詞)
well-known,よく知られた，有名な(形容詞),(形容詞)
development,発展，発達，開発(名詞),(名詞)
desire,願望/切望する(名詞),(名詞)
probably,おそらく，大抵(副詞),(副詞)
respond,反応する，と返答する(動詞),(動詞)
involvement,関与，関わり合い(名詞),(名詞)
minister,大臣，牧師(名詞),(名詞)
patch,当て布，布切れ(名詞),(名詞)
chairman,会長(名詞),(名詞)
